,control_net_electricity_consumption,baseline_net_electricity_consumption,control_cost,baseline_cost,control_emission,baseline_emission
0,3.4413833997408574,3.4413834,0.7571043214189217,0.75710434,0.5875281411022346,0.5875281691551208
1,3.4446444907188436,3.4446442,0.7578217903423319,0.7578218,0.5419082276093317,0.5419082641601562
2,3.9391331737861037,3.8982167,0.8666093084029853,0.85760766,0.6086061334935948,0.6022844910621643
3,2.4372942680492997,2.4702892,0.536204730742611,0.5434636,0.36914944276213646,0.37287744879722595
4,4.1225496446713805,4.081633,0.9069609451107681,0.8979593,0.6258849474834278,0.6196730732917786
5,2.007888621650636,1.9669724,0.44173550186678767,0.4327339,0.31742355111055076,0.3109551668167114
6,2.630383051931858,2.5894668,0.578684279229492,0.5696827,0.4296904541552067,0.4246833026409149
7,1.8444220423698425,1.8949499,0.40577285923063755,0.41688898,0.31999861635267735,0.32759904861450195
8,2.5354655385017395,1.8386946,0.557802427560091,0.40451282,0.5730790384113789,0.4919794201850891
9,4.2617872059345245,2.5987332,0.9375931732356548,0.5717213,1.0009489804506302,0.7878326177597046
10,3.952990412712097,1.1942835,0.8696579001843929,0.2627424,1.0756655968725681,0.7378309965133667
11,5.299475342035294,1.3559995,1.1658845618367195,0.29831988,1.4390792399644852,0.748092770576477
12,5.9831175953149796,1.1170162,1.3162858039140701,0.24574354,1.5052809417247772,0.6532577872276306
13,6.3396143317222595,0.93686104,1.3947151191532612,0.2061094,1.5834974683821201,0.7831043004989624
14,5.629072844982147,0.6752832,1.2383960373699665,0.14856231,1.3635824248194695,0.2522597908973694
15,3.0496422052383423,0.44785,0.6709212958812714,0.098526955,1.1435751169919968,0.9311318397521973
16,8.705919325351715,7.6498494,4.701196555048227,4.130919,2.3447803258895874,2.0909454822540283
17,6.044404208660126,5.934189,3.263978347182274,3.204462,1.750537633895874,1.7448960542678833
18,4.638186454772949,8.764299,2.5046208053827286,4.7327223,1.6612131744623184,2.302544593811035
19,6.9711917489767075,11.366077,3.7644435465335846,6.137682,1.7429136037826538,2.7450153827667236
20,7.959993302822113,11.255667,4.298396468162537,6.0780597,1.9555584639310837,2.741757392883301
21,5.377542555332184,7.907928,1.1830593645572662,1.7397442,1.4463543444871902,1.9037482738494873
22,4.862736284732819,6.82725,1.0698019713163376,1.5019951,1.2272175550460815,1.5652861595153809
