,control_net_electricity_consumption,baseline_net_electricity_consumption,control_cost,baseline_cost,control_emission,baseline_emission
0,3.4413833997408574,3.4413834,0.7571043214189217,0.75710434,0.5875281411022346,0.5875281691551208
1,3.4446444907188436,3.4446442,0.7578217903423319,0.7578218,0.5419082276093317,0.5419082641601562
2,3.898216763973238,3.8982167,0.8576076621460924,0.85760766,0.6022844393308322,0.6022844910621643
3,2.470288971900942,2.4702892,0.543463564877511,0.5434636,0.37287745259238925,0.37287744879722595
4,4.081633398771288,4.081633,0.8979593286561975,0.8979593,0.6196730361955325,0.6196730732917786
5,1.9669723012447378,1.9669724,0.43273390031337833,0.4327339,0.31095514896862575,0.3109551668167114
6,2.5894667580723763,2.5894668,0.5696826879866421,0.5696827,0.4246832877397537,0.4246833026409149
7,1.8949500024318695,1.8949499,0.4168890006840229,0.41688898,0.32759901881217957,0.32759904861450195
8,2.5259697437286377,1.8386946,0.5557133443653584,0.40451282,0.5716951116919518,0.4919794201850891
9,4.230983853340149,2.5987334,0.9308164250105619,0.5717213,0.9908562432974577,0.7878326177597046
10,4.023599445819855,1.1942835,0.8851918801665306,0.2627424,1.0827803388237953,0.7378309965133667
11,5.335643470287323,1.3559997,1.173841580748558,0.29831994,1.4399671256542206,0.7480928897857666
12,5.981672823429108,1.1170161,1.3159680664539337,0.24574357,1.505248386412859,0.6532577276229858
13,6.32961867749691,0.9368613,1.3925160840153694,0.20610946,1.5857006385922432,0.783104419708252
14,5.589573606848717,0.6752832,1.2297061942517757,0.1485623,1.3540141247212887,0.25225991010665894
15,3.084636151790619,0.44784975,0.6786199435591698,0.098526955,1.1419093906879425,0.9311318397521973
16,8.639132559299469,7.64985,4.665131755173206,4.130919,2.3335668444633484,2.0909454822540283
17,6.015314757823944,5.934189,3.2482700496912003,3.204462,1.744896024465561,1.7448960542678833
18,4.509254455566406,8.7643,2.434997469186783,4.7327228,1.6454913467168808,2.302544593811035
19,7.175656840205193,11.366077,3.874854825437069,6.137682,1.7887347042560577,2.7450153827667236
20,7.989762008190155,11.255667,4.314471768215299,6.07806,1.9579895287752151,2.741757392883301
21,5.3625675439834595,7.907928,1.179764837026596,1.7397442,1.4397121220827103,1.9037482738494873
22,4.843462556600571,6.82725,1.0655617639422417,1.5019951,1.2208580076694489,1.5652861595153809
