,control_net_electricity_consumption,baseline_net_electricity_consumption,control_cost,baseline_cost,control_emission,baseline_emission
0,3.4413833997408574,3.4413834,0.7571043214189217,0.75710434,0.5875281411022346,0.5875281691551208
1,3.4446444907188436,3.4446442,0.7578217903423319,0.7578218,0.5419082276093317,0.5419082641601562
2,3.898216763973238,3.8982167,0.8576076621460924,0.85760766,0.6022844393308322,0.6022844910621643
3,2.470288971900942,2.4702892,0.543463564877511,0.5434636,0.37287745259238925,0.37287744879722595
4,4.081633398771288,4.081633,0.8979593286561975,0.8979593,0.6196730361955325,0.6196730732917786
5,1.9669723012447378,1.9669724,0.43273390031337833,0.4327339,0.31095514896862575,0.3109551668167114
6,2.5894667580723763,2.5894668,0.5696826879866421,0.5696827,0.4246832877397537,0.4246833026409149
7,1.8949500024318695,1.8949499,0.4168890006840229,0.41688898,0.32759901881217957,0.32759904861450195
8,1.8386946618556976,1.8386946,0.40451282635331154,0.40451282,0.4919794350862503,0.4919794201850891
9,4.0924254059791565,2.5987334,0.9003335726447403,0.5717213,0.9738033711910248,0.7878326177597046
10,4.5990296602249146,1.1942835,1.0117865204811096,0.2627424,1.1928598135709763,0.7378311157226562
11,5.750568389892578,1.356,1.2651250511407852,0.29832,1.5281109511852264,0.7480928897857666
12,6.031599462032318,1.1170163,1.3269518911838531,0.24574357,1.5296005606651306,0.6532577872276306
13,5.863697409629822,0.93686104,1.290013387799263,0.2061094,1.5008242651820183,0.7831043004989624
14,5.350852072238922,0.6752832,1.177187442779541,0.1485623,1.2961864322423935,0.25225991010665894
15,4.429355084896088,0.44785,0.9744580825790763,0.098526955,1.3507423587143421,0.9311318397521973
16,9.748032569885254,7.64985,5.263937935233116,4.130919,2.4774131178855896,2.0909454822540283
17,0.10508215427398682,5.934188,0.056744396686553955,3.2044616,1.0072349235415459,1.7448959350585938
18,3.385027289390564,8.7643,1.827914759516716,4.7327228,1.3533795028924942,2.302544593811035
19,7.391721656545997,11.366077,3.9915298853302374,6.137682,1.7851707675145008,2.7450153827667236
20,8.169507205486298,11.255667,4.411534085869789,6.07806,1.990002803504467,2.74175763130188
21,5.6451312601566315,7.907928,1.2419288903474808,1.7397442,1.4728927612304688,1.9037482738494873
22,5.483706116676331,6.8272495,1.2064153552055359,1.5019948,1.3290400058031082,1.5652861595153809
